Time [s],Channel 0,Channel 1,resp_gpio10,ce,csn,sck,miso,mosi
0.006520750,1,1,0,0,0,1,0,0
0.006520917,1,1,0,0,0,0,0,0
0.006530583,1,1,0,0,0,1,0,0
0.006530750,1,1,0,0,0,0,0,0
0.006530917,1,1,0,0,0,1,0,0
0.006531000,1,1,0,0,0,0,0,0
0.006531167,1,1,0,0,0,1,0,0
0.006531250,1,1,0,0,0,0,0,0
0.006531417,1,1,0,0,0,1,0,0
0.006531500,1,1,0,0,0,0,1,0
0.006531667,1,1,0,0,0,1,1,0
0.006531750,1,1,0,0,0,0,1,0
0.006531917,1,1,0,0,0,1,1,0
0.006532000,1,1,0,0,0,0,1,0
0.006532167,1,1,0,0,0,1,1,0
0.006532250,1,1,0,0,0,0,1,0
0.006532417,1,1,0,0,0,1,1,0
0.006532583,1,1,0,0,0,0,0,0
0.006539833,1,1,0,0,1,0,0,0
0.006596750,1,1,0,0,0,0,0,0
0.006612750,1,1,0,0,0,1,0,0
0.006612833,1,1,0,0,0,0,0,0
0.006613000,1,1,0,0,0,1,0,0
0.006613083,1,1,0,0,0,0,0,1
0.006613250,1,1,0,0,0,1,0,1
0.006613333,1,1,0,0,0,0,0,0
0.006613500,1,1,0,0,0,1,0,0
0.006613583,1,1,0,0,0,0,1,0
0.006613750,1,1,0,0,0,1,1,0
0.006613833,1,1,0,0,0,0,1,0
0.006614000,1,1,0,0,0,1,1,0
0.006614083,1,1,0,0,0,0,1,0
0.006614250,1,1,0,0,0,1,1,0
0.006614417,1,1,0,0,0,0,0,0
0.006614500,1,1,0,0,0,1,0,0
0.006614667,1,1,0,0,0,0,0,0
0.006638333,1,1,0,0,0,1,0,0
0.006638500,1,1,0,0,0,0,0,0
0.006638583,1,1,0,0,0,1,0,0
0.006638750,1,1,0,0,0,0,0,0
0.006638833,1,1,0,0,0,1,0,0
0.006639000,1,1,0,0,0,0,0,0
0.006639083,1,1,0,0,0,1,0,0
0.006639250,1,1,0,0,0,0,0,1
0.006639333,1,1,0,0,0,1,0,1
0.006639500,1,1,0,0,0,0,0,1
0.006639583,1,1,0,0,0,1,0,1
0.006639750,1,1,0,0,0,0,0,1
0.006639917,1,1,0,0,0,1,0,1
0.006640000,1,1,0,0,0,0,0,1
0.006640167,1,1,0,0,0,1,0,1
0.006640250,1,1,0,0,0,0,0,0
0.006648417,1,1,0,0,1,0,0,0
0.006683000,1,1,0,0,0,0,0,0
0.006696583,1,1,0,0,0,1,0,0
0.006696750,1,1,0,0,0,0,0,0
0.006696833,1,1,0,0,0,1,0,0
0.006697000,1,1,0,0,0,0,0,1
0.006697083,1,1,0,0,0,1,0,1
0.006697250,1,1,0,0,0,0,0,0
0.006697333,1,1,0,0,0,1,0,0
0.006697500,1,1,0,0,0,0,1,0
0.006697583,1,1,0,0,0,1,1,0
0.006697750,1,1,0,0,0,0,1,1
0.006697917,1,1,0,0,0,1,1,1
0.006698000,1,1,0,0,0,0,1,1
0.006698167,1,1,0,0,0,1,1,1
0.006698250,1,1,0,0,0,0,0,1
0.006698417,1,1,0,0,0,1,0,1
0.006698500,1,1,0,0,0,0,0,0
0.006721833,1,1,0,0,0,1,0,0
0.006721917,1,1,0,0,0,0,0,1
0.006722083,1,1,0,0,0,1,0,1
0.006722250,1,1,0,0,0,0,0,1
0.006722333,1,1,0,0,0,1,0,1
0.006722500,1,1,0,0,0,0,0,1
0.006722583,1,1,0,0,0,1,0,1
0.006722750,1,1,0,0,0,0,0,0
0.006722833,1,1,0,0,0,1,0,0
0.006723000,1,1,0,0,0,0,0,0
0.006723083,1,1,0,0,0,1,0,0
0.006723250,1,1,0,0,0,0,0,0
0.006723333,1,1,0,0,0,1,0,0
0.006723500,1,1,0,0,0,0,0,0
0.006723583,1,1,0,0,0,1,0,0
0.006723750,1,1,0,0,0,0,0,0
0.006730667,1,1,0,0,1,0,0,0
0.006811833,1,1,0,0,0,0,0,0
0.006826667,1,1,0,0,0,1,0,0
0.006826750,1,1,0,0,0,0,0,0
0.006826917,1,1,0,0,0,1,0,0
0.006827000,1,1,0,0,0,0,0,1
0.006827167,1,1,0,0,0,1,0,1
0.006827250,1,1,0,0,0,0,0,0
0.006827417,1,1,0,0,0,1,0,0
0.006827583,1,1,0,0,0,0,1,0
0.006827667,1,1,0,0,0,1,1,0
0.006827833,1,1,0,0,0,0,1,1
0.006827917,1,1,0,0,0,1,1,1
0.006828083,1,1,0,0,0,0,1,0
0.006828167,1,1,0,0,0,1,1,0
0.006828333,1,1,0,0,0,0,0,1
0.006828417,1,1,0,0,0,1,0,1
0.006828583,1,1,0,0,0,0,0,0
0.006851500,1,1,0,0,0,1,0,0
0.006851583,1,1,0,0,0,0,0,0
0.006851750,1,1,0,0,0,1,0,0
0.006851833,1,1,0,0,0,0,0,1
0.006852000,1,1,0,0,0,1,0,1
0.006852167,1,1,0,0,0,0,0,0
0.006852250,1,1,0,0,0,1,0,0
0.006852417,1,1,0,0,0,0,0,1
0.006852500,1,1,0,0,0,1,0,1
0.006852667,1,1,0,0,0,0,0,1
0.006852750,1,1,0,0,0,1,0,1
0.006852917,1,1,0,0,0,0,0,1
0.006853000,1,1,0,0,0,1,0,1
0.006853167,1,1,0,0,0,0,0,0
0.006853250,1,1,0,0,0,1,0,0
0.006853417,1,1,0,0,0,0,0,0
0.006860750,1,1,0,0,1,0,0,0
0.006892000,1,1,0,0,0,0,0,0
0.006904000,1,1,0,0,0,0,0,1
0.006904167,1,1,0,0,0,1,0,1
0.006904250,1,1,0,0,0,0,0,1
0.006904417,1,1,0,0,0,1,0,1
0.006904583,1,1,0,0,0,0,0,1
0.006904667,1,1,0,0,0,1,0,1
0.006904833,1,1,0,0,0,0,0,0
0.006904917,1,1,0,0,0,1,0,0
0.006905083,1,1,0,0,0,0,1,0
0.006905167,1,1,0,0,0,1,1,0
0.006905333,1,1,0,0,0,0,1,0
0.006905417,1,1,0,0,0,1,1,0
0.006905583,1,1,0,0,0,0,1,1
0.006905667,1,1,0,0,0,1,1,1
0.006905833,1,1,0,0,0,0,0,0
0.006905917,1,1,0,0,0,1,0,0
0.006906083,1,1,0,0,0,0,0,0
0.006912167,1,1,0,0,1,0,0,0
0.006938167,1,1,0,0,0,0,0,0
0.006949833,1,1,0,0,0,0,0,1
0.006949917,1,1,0,0,0,1,0,1
0.006950083,1,1,0,0,0,0,0,1
0.006950167,1,1,0,0,0,1,0,1
0.006950333,1,1,0,0,0,0,0,1
0.006950417,1,1,0,0,0,1,0,1
0.006950583,1,1,0,0,0,0,0,0
0.006950667,1,1,0,0,0,1,0,0
0.006950833,1,1,0,0,0,0,1,0
0.006950917,1,1,0,0,0,1,1,0
0.006951083,1,1,0,0,0,0,1,0
0.006951167,1,1,0,0,0,1,1,0
0.006951333,1,1,0,0,0,0,1,0
0.006951417,1,1,0,0,0,1,1,0
0.006951583,1,1,0,0,0,0,0,1
0.006951750,1,1,0,0,0,1,0,1
0.006951833,1,1,0,0,0,0,0,0
0.006957917,1,1,0,0,1,0,0,0
0.007078833,1,1,0,0,0,0,0,0
0.007096333,1,1,0,0,0,1,0,0
0.007096417,1,1,0,0,0,0,0,0
0.007096583,1,1,0,0,0,1,0,0
0.007096667,1,1,0,0,0,0,0,1
0.007096833,1,1,0,0,0,1,0,1
0.007096917,1,1,0,0,0,0,0,0
0.007097083,1,1,0,0,0,1,0,0
0.007097250,1,1,0,0,0,0,1,1
0.007097333,1,1,0,0,0,1,1,1
0.007097500,1,1,0,0,0,0,1,0
0.007097583,1,1,0,0,0,1,1,0
0.007097750,1,1,0,0,0,0,1,1
0.007097833,1,1,0,0,0,1,1,1
0.007098000,1,1,0,0,0,0,0,0
0.007098083,1,1,0,0,0,1,0,0
0.007098250,1,1,0,0,0,0,0,0
0.007118667,1,1,0,0,0,0,0,1
0.007118750,1,1,0,0,0,1,0,1
0.007118917,1,1,0,0,0,0,0,1
0.007119000,1,1,0,0,0,1,0,1
0.007119167,1,1,0,0,0,0,0,1
0.007119250,1,1,0,0,0,1,0,1
0.007119417,1,1,0,0,0,0,0,0
0.007119500,1,1,0,0,0,1,0,0
0.007119667,1,1,0,0,0,0,0,0
0.007119833,1,1,0,0,0,1,0,0
0.007119917,1,1,0,0,0,0,0,0
0.007120083,1,1,0,0,0,1,0,0
0.007120167,1,1,0,0,0,0,0,0
0.007120333,1,1,0,0,0,1,0,0
0.007120417,1,1,0,0,0,0,0,1
0.007120583,1,1,0,0,0,1,0,1
0.007120667,1,1,0,0,0,0,0,0
0.007121083,1,1,0,0,0,0,0,1
0.007121167,1,1,0,0,0,1,0,1
0.007121333,1,1,0,0,0,0,0,1
0.007121500,1,1,0,0,0,1,0,1
0.007121583,1,1,0,0,0,0,0,1
0.007121750,1,1,0,0,0,1,0,1
0.007121833,1,1,0,0,0,0,0,1
0.007122000,1,1,0,0,0,1,0,1
0.007122083,1,1,0,0,0,0,0,0
0.007122250,1,1,0,0,0,1,0,0
0.007122333,1,1,0,0,0,0,0,0
0.007122500,1,1,0,0,0,1,0,0
0.007122583,1,1,0,0,0,0,0,0
0.007122750,1,1,0,0,0,1,0,0
0.007122833,1,1,0,0,0,0,0,0
0.007123000,1,1,0,0,0,1,0,0
0.007123083,1,1,0,0,0,0,0,0
0.007123500,1,1,0,0,0,0,0,1
0.007123667,1,1,0,0,0,1,0,1
0.007123750,1,1,0,0,0,0,0,1
0.007123917,1,1,0,0,0,1,0,1
0.007124000,1,1,0,0,0,0,0,1
0.007124167,1,1,0,0,0,1,0,1
0.007124250,1,1,0,0,0,0,0,1
0.007124417,1,1,0,0,0,1,0,1
0.007124500,1,1,0,0,0,0,0,0
0.007124667,1,1,0,0,0,1,0,0
0.007124750,1,1,0,0,0,0,0,0
0.007124917,1,1,0,0,0,1,0,0
0.007125083,1,1,0,0,0,0,0,0
0.007125167,1,1,0,0,0,1,0,0
0.007125333,1,1,0,0,0,0,0,0
0.007125417,1,1,0,0,0,1,0,0
0.007125583,1,1,0,0,0,0,0,0
0.007125917,1,1,0,0,0,0,0,1
0.007126083,1,1,0,0,0,1,0,1
0.007126167,1,1,0,0,0,0,0,1
0.007126333,1,1,0,0,0,1,0,1
0.007126417,1,1,0,0,0,0,0,1
0.007126583,1,1,0,0,0,1,0,1
0.007126750,1,1,0,0,0,0,0,1
0.007126833,1,1,0,0,0,1,0,1
0.007127000,1,1,0,0,0,0,0,0
0.007127083,1,1,0,0,0,1,0,0
0.007127250,1,1,0,0,0,0,0,0
0.007127333,1,1,0,0,0,1,0,0
0.007127500,1,1,0,0,0,0,0,0
0.007127583,1,1,0,0,0,1,0,0
0.007127750,1,1,0,0,0,0,0,0
0.007127833,1,1,0,0,0,1,0,0
0.007128000,1,1,0,0,0,0,0,0
0.007128333,1,1,0,0,0,0,0,1
0.007128500,1,1,0,0,0,1,0,1
0.007128667,1,1,0,0,0,0,0,1
0.007128750,1,1,0,0,0,1,0,1
0.007128917,1,1,0,0,0,0,0,1
0.007129000,1,1,0,0,0,1,0,1
0.007129167,1,1,0,0,0,0,0,1
0.007129250,1,1,0,0,0,1,0,1
0.007129417,1,1,0,0,0,0,0,0
0.007129500,1,1,0,0,0,1,0,0
0.007129667,1,1,0,0,0,0,0,0
0.007129750,1,1,0,0,0,1,0,0
0.007129917,1,1,0,0,0,0,0,0
0.007130000,1,1,0,0,0,1,0,0
0.007130167,1,1,0,0,0,0,0,0
0.007130333,1,1,0,0,0,1,0,0
0.007130417,1,1,0,0,0,0,0,0
0.007139917,1,1,0,0,1,0,0,0
0.007179917,1,1,0,0,0,0,0,0
0.007195500,1,1,0,0,0,1,0,0
0.007195667,1,1,0,0,0,0,0,0
0.007195750,1,1,0,0,0,1,0,0
0.007195917,1,1,0,0,0,0,0,1
0.007196000,1,1,0,0,0,1,0,1
0.007196167,1,1,0,0,0,0,0,1
0.007196250,1,1,0,0,0,1,0,1
0.007196417,1,1,0,0,0,0,1,0
0.007196500,1,1,0,0,0,1,1,0
0.007196667,1,1,0,0,0,0,1,0
0.007196833,1,1,0,0,0,1,1,0
0.007196917,1,1,0,0,0,0,1,0
0.007197083,1,1,0,0,0,1,1,0
0.007197167,1,1,0,0,0,0,0,0
0.007197333,1,1,0,0,0,1,0,0
0.007197417,1,1,0,0,0,0,0,0
0.007205750,1,1,0,0,0,0,0,1
0.007205917,1,1,0,0,0,1,0,1
0.007206000,1,1,0,0,0,0,0,1
0.007206167,1,1,0,0,0,1,0,1
0.007206250,1,1,0,0,0,0,0,1
0.007206417,1,1,0,0,0,1,0,1
0.007206500,1,1,0,0,0,0,0,0
0.007206667,1,1,0,0,0,1,0,0
0.007206750,1,1,0,0,0,0,0,0
0.007206917,1,1,0,0,0,1,0,0
0.007207000,1,1,0,0,0,0,0,0
0.007207167,1,1,0,0,0,1,0,0
0.007207250,1,1,0,0,0,0,0,0
0.007207417,1,1,0,0,0,1,0,0
0.007207583,1,1,0,0,0,0,0,1
0.007207667,1,1,0,0,0,1,0,1
0.007207833,1,1,0,0,0,0,0,0
0.007208167,1,1,0,0,0,0,0,1
0.007208333,1,1,0,0,0,1,0,1
0.007208417,1,1,0,0,0,0,0,1
0.007208583,1,1,0,0,0,1,0,1
0.007208667,1,1,0,0,0,0,0,1
0.007208833,1,1,0,0,0,1,0,1
0.007208917,1,1,0,0,0,0,0,1
0.007209083,1,1,0,0,0,1,0,1
0.007209250,1,1,0,0,0,0,0,0
0.007209333,1,1,0,0,0,1,0,0
0.007209500,1,1,0,0,0,0,0,0
0.007209583,1,1,0,0,0,1,0,0
0.007209750,1,1,0,0,0,0,0,0
0.007209833,1,1,0,0,0,1,0,0
0.007210000,1,1,0,0,0,0,0,0
0.007210083,1,1,0,0,0,1,0,0
0.007210250,1,1,0,0,0,0,0,0
0.007210583,1,1,0,0,0,0,0,1
0.007210750,1,1,0,0,0,1,0,1
0.007210917,1,1,0,0,0,0,0,1
0.007211000,1,1,0,0,0,1,0,1
0.007211167,1,1,0,0,0,0,0,1
0.007211250,1,1,0,0,0,1,0,1
0.007211417,1,1,0,0,0,0,0,1
0.007211500,1,1,0,0,0,1,0,1
0.007211667,1,1,0,0,0,0,0,0
0.007211750,1,1,0,0,0,1,0,0
0.007211917,1,1,0,0,0,0,0,0
0.007212000,1,1,0,0,0,1,0,0
0.007212167,1,1,0,0,0,0,0,0
0.007212250,1,1,0,0,0,1,0,0
0.007212417,1,1,0,0,0,0,0,0
0.007212500,1,1,0,0,0,1,0,0
0.007212667,1,1,0,0,0,0,0,0
0.007213083,1,1,0,0,0,0,0,1
0.007213167,1,1,0,0,0,1,0,1
0.007213333,1,1,0,0,0,0,0,1
0.007213417,1,1,0,0,0,1,0,1
0.007213583,1,1,0,0,0,0,0,1
0.007213667,1,1,0,0,0,1,0,1
0.007213833,1,1,0,0,0,0,0,1
0.007213917,1,1,0,0,0,1,0,1
0.007214083,1,1,0,0,0,0,0,0
0.007214167,1,1,0,0,0,1,0,0
0.007214333,1,1,0,0,0,0,0,0
0.007214500,1,1,0,0,0,1,0,0
0.007214583,1,1,0,0,0,0,0,0
0.007214750,1,1,0,0,0,1,0,0
0.007214833,1,1,0,0,0,0,0,0
0.007215000,1,1,0,0,0,1,0,0
0.007215083,1,1,0,0,0,0,0,0
0.007215500,1,1,0,0,0,0,0,1
0.007215583,1,1,0,0,0,1,0,1
0.007215750,1,1,0,0,0,0,0,1
0.007215833,1,1,0,0,0,1,0,1
0.007216000,1,1,0,0,0,0,0,1
0.007216083,1,1,0,0,0,1,0,1
0.007216250,1,1,0,0,0,0,0,1
0.007216417,1,1,0,0,0,1,0,1
0.007216500,1,1,0,0,0,0,0,0
0.007216667,1,1,0,0,0,1,0,0
0.007216750,1,1,0,0,0,0,0,0
0.007216917,1,1,0,0,0,1,0,0
0.007217000,1,1,0,0,0,0,0,0
0.007217167,1,1,0,0,0,1,0,0
0.007217250,1,1,0,0,0,0,0,0
0.007217417,1,1,0,0,0,1,0,0
0.007217500,1,1,0,0,0,0,0,0
0.007226250,1,1,0,0,1,0,0,0
0.007269083,1,1,0,0,0,0,0,0
0.007285083,1,1,0,0,0,1,0,0
0.007285250,1,1,0,0,0,0,0,0
0.007285333,1,1,0,0,0,1,0,0
0.007285500,1,1,0,0,0,0,0,1
0.007285667,1,1,0,0,0,1,0,1
0.007285750,1,1,0,0,0,0,0,1
0.007285917,1,1,0,0,0,1,0,1
0.007286000,1,1,0,0,0,0,1,0
0.007286167,1,1,0,0,0,1,1,0
0.007286250,1,1,0,0,0,0,1,0
0.007286417,1,1,0,0,0,1,1,0
0.007286500,1,1,0,0,0,0,1,0
0.007286667,1,1,0,0,0,1,1,0
0.007286750,1,1,0,0,0,0,1,1
0.007286833,1,1,0,0,0,0,0,1
0.007286917,1,1,0,0,0,1,0,1
0.007287000,1,1,0,0,0,0,0,0
0.007309500,1,1,0,0,0,1,0,0
0.007309667,1,1,0,0,0,0,0,0
0.007309750,1,1,0,0,0,1,0,0
0.007309917,1,1,0,0,0,0,0,0
0.007310000,1,1,0,0,0,1,0,0
0.007310167,1,1,0,0,0,0,0,0
0.007310333,1,1,0,0,0,1,0,0
0.007310417,1,1,0,0,0,0,0,1
0.007310583,1,1,0,0,0,1,0,1
0.007310667,1,1,0,0,0,0,0,0
0.007310833,1,1,0,0,0,1,0,0
0.007310917,1,1,0,0,0,0,0,0
0.007311083,1,1,0,0,0,1,0,0
0.007311167,1,1,0,0,0,0,0,0
0.007311333,1,1,0,0,0,1,0,0
0.007311417,1,1,0,0,0,0,0,0
0.007321583,1,1,0,0,1,0,0,0
0.007414000,1,1,0,0,0,0,0,0
0.007430667,1,1,0,0,0,1,0,0
0.007430833,1,1,0,0,0,0,0,0
